reference,year,month,day,smart_meter_kwh,noise_db
U732940,2023,3,5,29.3,51.9
U732940,2023,3,6,24.9,
U732940,2023,3,7,,36.1
U732940,2023,3,8,26.9,38.6
U732940,2023,3,9,24.5,42.1
U732940,2023,3,10,27.2,45.0
U732940,2023,3,11,29.6,43.6
U732940,2023,3,12,29.6,47.4
U732940,2023,3,13,26.2,57.8
U732940,2023,3,14,25.2,44.6
U732940,2023,3,15,25.3,41.5
U732940,2023,3,16,27.9,43.5
U732940,2023,3,17,26.1,
U732940,2023,3,18,29.2,45.2
U732940,2023,3,19,24.2,48.8
U732940,2023,3,20,24.8,48.3
U732940,2023,3,21,23.1,44.9
U732940,2023,3,22,27.1,36.8
U732940,2023,3,23,30.0,43.4
U732940,2023,3,24,24.8,48.9
U732940,2023,3,25,27.4,39.9
U732940,2023,3,26,28.1,50.0
U732940,2023,3,27,25.6,41.0
U732940,2023,3,28,26.2,51.4
U732940,2023,3,29,20.8,46.1
U732940,2023,3,30,24.3,43.4
U732940,2023,3,31,23.9,41.2
93 sowgate walk,2023,1,1,28.0,52.0
93 sowgate walk,2023,1,2,31.5,48.4
93 sowgate walk,2023,1,3,23.7,46.8
93 sowgate walk,2023,1,4,31.7,53.1
93 sowgate walk,2023,1,5,27.7,43.5
93 sowgate walk,2023,1,6,30.8,
93 sowgate walk,2023,1,7,,39.0
93 sowgate walk,2023,1,8,30.9,46.7
93 sowgate walk,2023,1,9,30.4,43.9
93 sowgate walk,2023,1,10,32.1,47.7
93 sowgate walk,2023,1,11,,
93 sowgate walk,2023,1,12,29.5,
93 sowgate walk,2023,1,13,26.4,40.9
93 sowgate walk,2023,1,14,24.5,48.2
93 sowgate walk,2023,1,15,30.1,44.5
93 sowgate walk,2023,1,16,24.8,48.2
93 sowgate walk,2023,1,17,27.6,
93 sowgate walk,2023,1,18,28.4,44.4
93 sowgate walk,2023,1,19,28.8,43.9
93 sowgate walk,2023,1,20,30.4,42.5
93 sowgate walk,2023,1,21,29.9,
93 sowgate walk,2023,1,22,25.3,39.5
93 sowgate walk,2023,1,23,28.0,44.0
93 sowgate walk,2023,1,24,28.6,37.2
93 sowgate walk,2023,1,25,27.2,42.3
93 sowgate walk,2023,1,26,26.8,35.1
93 sowgate walk,2023,1,27,28.1,44.6
93 sowgate walk,2023,1,28,32.8,43.2
93 sowgate walk,2023,1,29,27.9,48.2
93 sowgate walk,2023,1,30,26.3,44.3
93 sowgate walk,2023,1,31,30.7,41.7
93 sowgate walk,2023,2,1,30.6,
93 sowgate walk,2023,2,2,28.1,43.4
93 sowgate walk,2023,2,3,29.1,35.3
93 sowgate walk,2023,2,4,30.9,44.1
93 sowgate walk,2023,2,5,25.1,47.2
93 sowgate walk,2023,2,6,29.3,28.8
93 sowgate walk,2023,2,7,27.0,28.9
93 sowgate walk,2023,2,8,24.2,43.8
93 sowgate walk,2023,2,9,30.7,52.5
93 sowgate walk,2023,2,10,27.7,49.2
93 sowgate walk,2023,2,11,25.4,
93 sowgate walk,2023,2,12,24.3,51.4
93 sowgate walk,2023,2,13,30.3,46.7
93 sowgate walk,2023,2,14,27.9,45.5
93 sowgate walk,2023,2,15,24.9,45.7
93 sowgate walk,2023,2,16,25.6,48.0
93 sowgate walk,2023,2,17,30.9,46.3
93 sowgate walk,2023,2,18,26.5,
93 sowgate walk,2023,2,19,25.1,
93 sowgate walk,2023,2,20,22.4,40.3
93 sowgate walk,2023,2,21,30.7,46.3
93 sowgate walk,2023,2,22,25.6,41.1
93 sowgate walk,2023,2,23,32.6,44.0
93 sowgate walk,2023,2,24,31.8,36.6
93 sowgate walk,2023,2,25,24.8,49.0
93 sowgate walk,2023,2,26,27.2,50.9
93 sowgate walk,2023,2,27,30.3,44.3
93 sowgate walk,2023,2,28,23.6,
93 sowgate walk,2023,3,1,30.4,38.6
93 sowgate walk,2023,3,2,28.6,56.7
93 sowgate walk,2023,3,3,27.3,43.1
93 sowgate walk,2023,3,4,23.8,49.4
93 sowgate walk,2023,3,5,22.5,47.9
93 sowgate walk,2023,3,6,24.7,43.4
93 sowgate walk,2023,3,7,31.1,48.7
93 sowgate walk,2023,3,8,30.5,42.5
93 sowgate walk,2023,3,9,25.7,41.5
93 sowgate walk,2023,3,10,27.9,44.3
93 sowgate walk,2023,3,11,29.2,44.5
93 sowgate walk,2023,3,12,27.7,55.5
93 sowgate walk,2023,3,13,25.7,51.3
93 sowgate walk,2023,3,14,26.5,57.5
93 sowgate walk,2023,3,15,27.4,33.3
93 sowgate walk,2023,3,16,27.8,44.4
93 sowgate walk,2023,3,17,,39.4
93 sowgate walk,2023,3,18,27.1,38.3
93 sowgate walk,2023,3,19,28.9,38.7
93 sowgate walk,2023,3,20,27.5,45.6
93 sowgate walk,2023,3,21,25.0,46.1
93 sowgate walk,2023,3,22,29.5,41.5
93 sowgate walk,2023,3,23,27.9,42.5
93 sowgate walk,2023,3,24,23.5,43.4
93 sowgate walk,2023,3,25,26.2,54.8
93 sowgate walk,2023,3,26,27.2,52.1
93 sowgate walk,2023,3,27,30.7,41.8
93 sowgate walk,2023,3,28,25.7,42.1
93 sowgate walk,2023,3,29,26.6,39.6
93 sowgate walk,2023,3,30,28.5,45.4
93 sowgate walk,2023,3,31,25.5,28.3
U011764205,2023,1,1,30.4,47.2
U011764205,2023,1,2,29.0,47.4
U011764205,2023,1,3,24.3,43.7
U011764205,2023,1,4,29.5,42.5
U011764205,2023,1,5,26.7,47.6
U011764205,2023,1,6,30.8,35.3
U011764205,2023,1,7,26.8,43.4
U011764205,2023,1,8,27.8,52.2
U011764205,2023,1,9,29.0,48.5
U011764205,2023,1,10,23.6,34.6
U011764205,2023,1,11,25.1,32.3
U011764205,2023,1,12,25.0,40.6
U011764205,2023,1,13,22.3,41.3
U011764205,2023,1,14,32.1,46.0
U011764205,2023,1,15,30.5,47.5
U011764205,2023,1,16,31.1,43.1
U011764205,2023,1,17,32.5,38.9
U011764205,2023,1,18,30.5,42.7
U011764205,2023,1,19,29.9,45.5
U011764205,2023,1,20,27.5,
U011764205,2023,1,21,26.8,44.4
U011764205,2023,1,22,31.0,49.8
U011764205,2023,1,23,27.8,43.6
U011764205,2023,1,24,32.4,33.8
U011764205,2023,1,25,29.5,43.3
U011764205,2023,1,26,29.9,52.4
U011764205,2023,1,27,27.3,46.7
U011764205,2023,1,28,,48.0
U011764205,2023,1,29,29.3,53.7
U011764205,2023,1,30,30.2,43.4
U011764205,2023,1,31,28.1,45.3
U011764205,2023,2,1,23.6,42.2
U011764205,2023,2,2,26.7,44.1
U011764205,2023,2,3,25.4,40.1
U011764205,2023,2,4,27.0,42.7
U011764205,2023,2,5,29.2,45.2
U011764205,2023,2,6,26.3,35.0
U011764205,2023,2,7,25.4,41.1
U011764205,2023,2,8,26.8,
U011764205,2023,2,9,26.2,46.0
U011764205,2023,2,10,24.8,40.1
U011764205,2023,2,11,,39.5
U011764205,2023,2,12,29.4,36.2
U011764205,2023,2,13,27.8,53.3
U011764205,2023,2,14,28.8,42.5
U011764205,2023,2,15,29.6,45.4
U011764205,2023,2,16,29.5,39.7
U011764205,2023,2,17,,42.7
U011764205,2023,2,18,26.7,40.7
U011764205,2023,2,19,28.6,47.6
U011764205,2023,2,20,31.8,46.4
U011764205,2023,2,21,28.1,46.8
U011764205,2023,2,22,26.9,51.5
U011764205,2023,2,23,24.5,37.0
U011764205,2023,2,24,29.2,39.1
U011764205,2023,2,25,21.9,45.2
U011764205,2023,2,26,29.1,46.1
U011764205,2023,2,27,27.8,41.9
U011764205,2023,2,28,28.5,30.6
U011764205,2023,3,1,26.5,48.6
U011764205,2023,3,2,24.8,49.2
U011764205,2023,3,3,26.2,43.1
U011764205,2023,3,4,22.8,43.9
U011764205,2023,3,5,29.4,51.9
U011764205,2023,3,6,29.1,43.3
U011764205,2023,3,7,28.7,46.9
U011764205,2023,3,8,,36.9
U011764205,2023,3,9,23.3,39.1
U011764205,2023,3,10,22.4,45.9
U011764205,2023,3,11,26.4,
U011764205,2023,3,12,28.2,47.3
U011764205,2023,3,13,25.0,44.5
U011764205,2023,3,14,25.3,33.5
U011764205,2023,3,15,29.3,
U011764205,2023,3,16,31.4,42.2
U011764205,2023,3,17,26.3,50.6
U011764205,2023,3,18,28.8,44.1
U011764205,2023,3,19,30.1,45.5
U011764205,2023,3,20,28.0,49.3
U011764205,2023,3,21,26.5,55.2
U011764205,2023,3,22,26.2,46.4
U011764205,2023,3,23,25.2,45.6
U011764205,2023,3,24,27.8,44.5
U011764205,2023,3,25,28.0,56.8
U011764205,2023,3,26,27.6,49.2
U011764205,2023,3,27,25.9,40.7
U011764205,2023,3,28,23.3,43.0
U011764205,2023,3,29,23.5,41.3
U011764205,2023,3,30,26.6,42.3
U011764205,2023,3,31,22.1,45.6
U564187982,2023,1,1,26.8,45.7
U564187982,2023,1,2,30.9,39.4
U564187982,2023,1,3,30.1,39.4
U564187982,2023,1,4,27.2,49.1
U564187982,2023,1,5,28.6,42.8
U564187982,2023,1,6,30.4,41.8
U564187982,2023,1,7,29.8,43.7
U564187982,2023,1,8,27.0,46.9
U564187982,2023,1,9,26.1,46.0
U564187982,2023,1,10,36.1,39.7
U564187982,2023,1,11,25.4,
U564187982,2023,1,12,25.8,39.4
U564187982,2023,1,13,29.2,40.2
U564187982,2023,1,14,29.5,46.3
U564187982,2023,1,15,28.2,45.3
U564187982,2023,1,16,32.1,40.6
U564187982,2023,1,17,27.9,46.1
U564187982,2023,1,18,31.3,39.1
U564187982,2023,1,19,29.4,
U564187982,2023,1,20,26.6,36.3
U564187982,2023,1,21,,49.3
U564187982,2023,1,22,28.8,45.7
U564187982,2023,1,23,26.8,46.6
U564187982,2023,1,24,29.6,
U564187982,2023,1,25,33.2,44.1
U564187982,2023,1,26,32.8,43.6
U564187982,2023,1,27,27.4,36.7
U564187982,2023,1,28,28.5,47.4
U564187982,2023,1,29,28.9,50.6
U564187982,2023,1,30,24.6,46.6
U564187982,2023,1,31,25.4,47.0
U564187982,2023,2,1,26.4,46.6
U564187982,2023,2,2,29.1,
U564187982,2023,2,3,25.6,47.8
U564187982,2023,2,4,26.6,40.5
U564187982,2023,2,5,30.8,45.6
U564187982,2023,2,6,25.0,47.0
U564187982,2023,2,7,27.8,52.1
U564187982,2023,2,8,31.7,48.6
U564187982,2023,2,9,27.4,49.3
U564187982,2023,2,10,25.2,42.8
U564187982,2023,2,11,29.2,39.2
U564187982,2023,2,12,23.4,54.4
U564187982,2023,2,13,26.2,50.1
U564187982,2023,2,14,24.8,49.5
U564187982,2023,2,15,24.2,46.8
U564187982,2023,2,16,30.1,57.3
U564187982,2023,2,17,25.9,46.4
U564187982,2023,2,18,29.4,53.6
U564187982,2023,2,19,33.4,40.3
U564187982,2023,2,20,30.8,46.0
U564187982,2023,2,21,25.3,44.7
U564187982,2023,2,22,,44.1
U564187982,2023,2,23,30.6,28.4
U564187982,2023,2,24,27.5,41.0
U564187982,2023,2,25,30.1,40.4
U564187982,2023,2,26,26.0,49.3
U564187982,2023,2,27,30.5,45.5
U564187982,2023,2,28,26.8,41.7
U564187982,2023,3,1,26.1,
U564187982,2023,3,2,27.7,38.6
U564187982,2023,3,3,25.2,44.9
U564187982,2023,3,4,25.9,43.2
U564187982,2023,3,5,26.4,46.7
U564187982,2023,3,6,29.3,36.7
U564187982,2023,3,7,27.8,46.6
U564187982,2023,3,8,24.8,42.6
U564187982,2023,3,9,24.9,42.2
U564187982,2023,3,10,24.4,46.5
U564187982,2023,3,11,24.3,48.2
U564187982,2023,3,12,24.8,51.2
U564187982,2023,3,13,27.8,39.3
U564187982,2023,3,14,24.0,
U564187982,2023,3,15,31.5,42.9
U564187982,2023,3,16,25.2,40.3
U564187982,2023,3,17,29.9,46.9
U564187982,2023,3,18,28.4,48.7
U564187982,2023,3,19,19.1,42.1
U564187982,2023,3,20,27.7,42.6
U564187982,2023,3,21,,47.0
U564187982,2023,3,22,28.1,43.4
U564187982,2023,3,23,24.5,43.8
U564187982,2023,3,24,26.4,45.1
U564187982,2023,3,25,23.9,
U564187982,2023,3,26,26.3,43.4
U564187982,2023,3,27,28.8,43.4
U564187982,2023,3,28,24.8,35.7
U564187982,2023,3,29,,46.3
U564187982,2023,3,30,24.7,40.1
U564187982,2023,3,31,27.3,53.7
sowgate walk 17,2023,1,1,27.8,47.9
sowgate walk 17,2023,1,2,30.5,
sowgate walk 17,2023,1,3,30.1,43.4
sowgate walk 17,2023,1,4,28.4,33.5
sowgate walk 17,2023,1,5,28.3,
sowgate walk 17,2023,1,6,30.0,37.7
sowgate walk 17,2023,1,7,24.7,48.4
sowgate walk 17,2023,1,8,26.7,58.9
sowgate walk 17,2023,1,9,26.5,40.9
sowgate walk 17,2023,1,10,27.7,
sowgate walk 17,2023,1,11,27.5,42.5
sowgate walk 17,2023,1,12,30.7,47.2
sowgate walk 17,2023,1,13,26.0,39.6
sowgate walk 17,2023,1,14,30.8,47.6
sowgate walk 17,2023,1,15,27.0,44.7
sowgate walk 17,2023,1,16,30.2,36.4
sowgate walk 17,2023,1,17,30.7,48.5
sowgate walk 17,2023,1,18,28.3,45.9
sowgate walk 17,2023,1,19,27.4,40.6
sowgate walk 17,2023,1,20,25.0,39.5
sowgate walk 17,2023,1,21,26.3,39.2
sowgate walk 17,2023,1,22,28.8,
sowgate walk 17,2023,1,23,28.8,43.5
sowgate walk 17,2023,1,24,28.1,43.5
sowgate walk 17,2023,1,25,,45.7
sowgate walk 17,2023,1,26,29.7,40.2
sowgate walk 17,2023,1,27,29.9,43.0
sowgate walk 17,2023,1,28,32.0,39.6
sowgate walk 17,2023,1,29,25.7,
sowgate walk 17,2023,1,30,28.4,38.8
sowgate walk 17,2023,1,31,30.7,37.2
sowgate walk 17,2023,2,1,28.0,39.4
sowgate walk 17,2023,2,2,25.2,51.0
sowgate walk 17,2023,2,3,27.1,
sowgate walk 17,2023,2,4,27.9,50.4
sowgate walk 17,2023,2,5,27.3,39.4
sowgate walk 17,2023,2,6,26.9,45.4
sowgate walk 17,2023,2,7,27.9,45.0
sowgate walk 17,2023,2,8,27.6,36.1
sowgate walk 17,2023,2,9,25.6,41.4
sowgate walk 17,2023,2,10,31.6,41.7
sowgate walk 17,2023,2,11,28.0,42.6
sowgate walk 17,2023,2,12,24.3,44.7
sowgate walk 17,2023,2,13,24.9,47.4
sowgate walk 17,2023,2,14,28.3,46.2
sowgate walk 17,2023,2,15,26.3,49.2
sowgate walk 17,2023,2,16,27.7,43.1
sowgate walk 17,2023,2,17,24.1,42.6
sowgate walk 17,2023,2,18,24.5,48.3
sowgate walk 17,2023,2,19,23.8,50.7
sowgate walk 17,2023,2,20,24.5,32.2
sowgate walk 17,2023,2,21,29.2,43.8
sowgate walk 17,2023,2,22,27.5,
sowgate walk 17,2023,2,23,29.9,44.7
sowgate walk 17,2023,2,24,27.9,39.2
sowgate walk 17,2023,2,25,25.6,50.5
sowgate walk 17,2023,2,26,29.0,43.8
sowgate walk 17,2023,2,27,28.0,45.4
sowgate walk 17,2023,2,28,28.5,41.5
sowgate walk 17,2023,3,1,24.2,40.4
sowgate walk 17,2023,3,2,25.1,49.0
sowgate walk 17,2023,3,3,29.5,45.7
sowgate walk 17,2023,3,4,26.8,
sowgate walk 17,2023,3,5,29.5,40.2
sowgate walk 17,2023,3,6,30.6,42.1
sowgate walk 17,2023,3,7,30.1,43.9
sowgate walk 17,2023,3,8,25.9,44.3
sowgate walk 17,2023,3,9,30.2,50.9
sowgate walk 17,2023,3,10,24.0,42.5
sowgate walk 17,2023,3,11,25.5,51.7
sowgate walk 17,2023,3,12,,41.3
sowgate walk 17,2023,3,13,25.5,49.6
sowgate walk 17,2023,3,14,23.2,39.5
sowgate walk 17,2023,3,15,30.8,47.8
sowgate walk 17,2023,3,16,27.8,
sowgate walk 17,2023,3,17,30.7,44.6
sowgate walk 17,2023,3,18,22.3,53.9
sowgate walk 17,2023,3,19,23.5,46.5
sowgate walk 17,2023,3,20,31.7,50.2
sowgate walk 17,2023,3,21,28.2,44.6
sowgate walk 17,2023,3,22,,48.0
sowgate walk 17,2023,3,23,31.5,45.2
sowgate walk 17,2023,3,24,27.9,46.2
sowgate walk 17,2023,3,25,20.3,
sowgate walk 17,2023,3,26,25.2,39.4
sowgate walk 17,2023,3,27,26.2,40.5
sowgate walk 17,2023,3,28,28.0,48.4
sowgate walk 17,2023,3,29,27.1,
sowgate walk 17,2023,3,30,30.9,44.7
sowgate walk 17,2023,3,31,25.9,41.6
U882661553,2023,1,1,25.6,53.5
U882661553,2023,1,2,32.2,44.7
U882661553,2023,1,3,29.4,51.1
U882661553,2023,1,4,28.0,
U882661553,2023,1,5,31.7,55.0
U882661553,2023,1,6,32.1,48.7
U882661553,2023,1,7,32.8,52.0
U882661553,2023,1,8,22.6,52.9
U882661553,2023,1,9,22.5,35.1
U882661553,2023,1,10,25.7,40.0
U882661553,2023,1,11,28.6,45.2
U882661553,2023,1,12,29.7,39.3
U882661553,2023,1,13,28.6,41.9
U882661553,2023,1,14,26.2,44.5
U882661553,2023,1,15,29.6,42.0
U882661553,2023,1,16,31.7,40.2
U882661553,2023,1,17,29.4,42.6
U882661553,2023,1,18,26.9,
U882661553,2023,1,19,28.7,46.6
U882661553,2023,1,20,29.6,48.0
U882661553,2023,1,21,28.1,44.2
U882661553,2023,1,22,30.3,44.5
U882661553,2023,1,23,28.0,37.5
U882661553,2023,1,24,27.9,39.7
U882661553,2023,1,25,29.6,42.6
U882661553,2023,1,26,29.3,
U882661553,2023,1,27,30.6,43.4
U882661553,2023,1,28,27.3,45.0
U882661553,2023,1,29,31.8,48.7
U882661553,2023,1,30,24.9,53.3
U882661553,2023,1,31,25.6,45.7
U882661553,2023,2,1,30.4,42.8
U882661553,2023,2,2,,
U882661553,2023,2,3,25.5,41.3
U882661553,2023,2,4,29.6,49.0
U882661553,2023,2,5,26.4,42.5
U882661553,2023,2,6,24.4,42.0
U882661553,2023,2,7,28.3,42.8
U882661553,2023,2,8,24.5,37.8
U882661553,2023,2,9,28.2,52.4
U882661553,2023,2,10,,56.1
U882661553,2023,2,11,30.0,47.4
U882661553,2023,2,12,30.8,51.1
U882661553,2023,2,13,29.8,47.4
U882661553,2023,2,14,31.4,46.7
U882661553,2023,2,15,28.9,55.3
U882661553,2023,2,16,27.1,38.2
U882661553,2023,2,17,30.4,
U882661553,2023,2,18,27.7,42.6
U882661553,2023,2,19,24.5,52.6
U882661553,2023,2,20,28.7,45.3
U882661553,2023,2,21,25.5,42.4
U882661553,2023,2,22,26.8,36.8
U882661553,2023,2,23,26.3,37.4
U882661553,2023,2,24,32.4,45.8
U882661553,2023,2,25,27.6,51.6
U882661553,2023,2,26,24.4,
U882661553,2023,2,27,28.4,42.0
U882661553,2023,2,28,30.0,42.8
U882661553,2023,3,1,26.1,39.7
U882661553,2023,3,2,31.1,45.6
U882661553,2023,3,3,24.0,45.8
U882661553,2023,3,4,25.8,49.9
U882661553,2023,3,5,27.9,41.4
U882661553,2023,3,6,25.2,42.4
U882661553,2023,3,7,30.5,46.9
U882661553,2023,3,8,30.1,40.8
U882661553,2023,3,9,25.9,45.9
U882661553,2023,3,10,26.7,50.3
U882661553,2023,3,11,24.8,47.9
U882661553,2023,3,12,23.9,55.3
U882661553,2023,3,13,24.0,45.7
U882661553,2023,3,14,21.7,36.7
U882661553,2023,3,15,29.4,43.6
U882661553,2023,3,16,28.8,43.4
U882661553,2023,3,17,23.3,45.9
U882661553,2023,3,18,27.6,45.4
U882661553,2023,3,19,26.3,60.6
U882661553,2023,3,20,32.1,42.2
U882661553,2023,3,21,28.9,46.8
U882661553,2023,3,22,28.5,45.3
U882661553,2023,3,23,26.9,34.1
U882661553,2023,3,24,24.1,31.5
U882661553,2023,3,25,28.1,39.8
U882661553,2023,3,26,26.4,49.9
U882661553,2023,3,27,27.2,46.5
U882661553,2023,3,28,27.3,49.7
U882661553,2023,3,29,24.4,43.6
U882661553,2023,3,30,23.4,41.9
U882661553,2023,3,31,26.4,44.4
U354490786,2023,1,1,25.3,
U354490786,2023,1,2,31.5,42.0
U354490786,2023,1,3,27.4,41.8
U354490786,2023,1,4,27.6,44.8
U354490786,2023,1,5,23.2,
U354490786,2023,1,6,29.3,42.2
U354490786,2023,1,7,23.6,49.5
U354490786,2023,1,8,28.6,45.5
U354490786,2023,1,9,28.5,51.6
U354490786,2023,1,10,28.4,43.3
U354490786,2023,1,11,24.6,45.3
U354490786,2023,1,12,27.1,52.0
U354490786,2023,1,13,29.3,41.8
U354490786,2023,1,14,28.9,42.2
U354490786,2023,1,15,28.3,44.0
U354490786,2023,1,16,26.3,48.9
U354490786,2023,1,17,29.3,39.9
U354490786,2023,1,18,30.2,36.1
U354490786,2023,1,19,27.4,35.3
U354490786,2023,1,20,,39.2
U354490786,2023,1,21,25.6,46.0
U354490786,2023,1,22,31.8,43.6
U354490786,2023,1,23,31.6,52.4
U354490786,2023,1,24,28.4,39.1
U354490786,2023,1,25,32.8,33.0
U354490786,2023,1,26,31.7,43.4
U354490786,2023,1,27,31.2,50.7
U354490786,2023,1,28,29.4,37.9
U354490786,2023,1,29,28.3,45.1
U354490786,2023,1,30,27.7,38.9
U354490786,2023,1,31,28.6,42.6
U354490786,2023,2,1,27.7,40.7
U354490786,2023,2,2,23.6,41.6
U354490786,2023,2,3,29.1,40.6
U354490786,2023,2,4,26.7,47.3
U354490786,2023,2,5,25.4,45.5
U354490786,2023,2,6,30.2,47.3
U354490786,2023,2,7,28.8,38.1
U354490786,2023,2,8,29.0,40.9
U354490786,2023,2,9,27.0,43.7
U354490786,2023,2,10,29.2,45.4
U354490786,2023,2,11,,44.3
U354490786,2023,2,12,28.4,42.1
U354490786,2023,2,13,28.8,45.2
U354490786,2023,2,14,22.1,40.9
U354490786,2023,2,15,30.0,43.9
U354490786,2023,2,16,32.9,43.6
U354490786,2023,2,17,32.5,46.2
U354490786,2023,2,18,25.5,38.6
U354490786,2023,2,19,26.6,53.1
U354490786,2023,2,20,28.7,42.3
U354490786,2023,2,21,31.3,46.8
U354490786,2023,2,22,34.4,44.5
U354490786,2023,2,23,21.5,39.9
U354490786,2023,2,24,28.4,42.4
U354490786,2023,2,25,31.0,44.8
U354490786,2023,2,26,31.7,50.9
U354490786,2023,2,27,27.3,43.5
U354490786,2023,2,28,31.6,43.6
U354490786,2023,3,1,24.8,47.3
U354490786,2023,3,2,29.6,38.6
U354490786,2023,3,3,27.8,49.7
U354490786,2023,3,4,26.0,37.0
U354490786,2023,3,5,24.9,38.5
U354490786,2023,3,6,25.9,39.4
U354490786,2023,3,7,25.7,41.9
U354490786,2023,3,8,31.7,
U354490786,2023,3,9,26.8,51.3
U354490786,2023,3,10,20.5,44.7
U354490786,2023,3,11,25.8,51.8
U354490786,2023,3,12,29.3,39.8
U354490786,2023,3,13,23.1,47.1
U354490786,2023,3,14,24.3,47.8
U354490786,2023,3,15,27.7,40.3
U354490786,2023,3,16,24.9,42.8
U354490786,2023,3,17,27.7,37.0
U354490786,2023,3,18,27.0,45.1
U354490786,2023,3,19,27.1,39.7
U354490786,2023,3,20,25.1,38.0
U354490786,2023,3,21,25.4,35.6
U354490786,2023,3,22,27.2,51.0
U354490786,2023,3,23,24.9,49.0
U354490786,2023,3,24,27.3,40.9
U354490786,2023,3,25,23.8,
U354490786,2023,3,26,27.5,41.6
U354490786,2023,3,27,28.6,41.9
U354490786,2023,3,28,24.9,36.0
U354490786,2023,3,29,27.5,45.1
U354490786,2023,3,30,30.7,30.6
U354490786,2023,3,31,28.3,41.5
U1641392,2023,1,1,28.3,45.0
U1641392,2023,1,2,28.6,
U1641392,2023,1,3,28.2,40.1
U1641392,2023,1,4,26.5,48.5
U1641392,2023,1,5,25.7,42.8
U1641392,2023,1,6,27.8,44.5
U1641392,2023,1,7,23.9,43.7
U1641392,2023,1,8,29.7,53.1
U1641392,2023,1,9,30.2,42.7
U1641392,2023,1,10,32.1,42.1
U1641392,2023,1,11,30.3,40.7
U1641392,2023,1,12,30.8,45.2
U1641392,2023,1,13,28.0,42.0
U1641392,2023,1,14,33.5,46.5
U1641392,2023,1,15,26.2,40.7
U1641392,2023,1,16,24.7,41.1
U1641392,2023,1,17,28.8,52.0
U1641392,2023,1,18,27.2,41.7
U1641392,2023,1,19,28.7,42.0
U1641392,2023,1,20,29.4,40.6
U1641392,2023,1,21,28.6,46.7
U1641392,2023,1,22,31.4,48.1
U1641392,2023,1,23,26.4,46.4
U1641392,2023,1,24,28.8,43.6
U1641392,2023,1,25,,48.2
U1641392,2023,1,26,27.4,44.9
U1641392,2023,1,27,27.7,42.7
U1641392,2023,1,28,29.3,48.8
U1641392,2023,1,29,28.5,41.1
U1641392,2023,1,30,32.3,42.6
U1641392,2023,1,31,30.5,46.8
U1641392,2023,2,1,27.4,46.6
U1641392,2023,2,2,29.1,44.3
U1641392,2023,2,3,30.4,38.4
U1641392,2023,2,4,27.5,
U1641392,2023,2,5,26.8,43.4
U1641392,2023,2,6,29.0,
U1641392,2023,2,7,32.9,42.4
U1641392,2023,2,8,29.6,36.9
U1641392,2023,2,9,29.1,43.6
U1641392,2023,2,10,24.1,28.5
U1641392,2023,2,11,31.3,51.2
U1641392,2023,2,12,25.5,48.7
U1641392,2023,2,13,28.6,48.4
U1641392,2023,2,14,29.9,40.9
U1641392,2023,2,15,27.9,34.5
U1641392,2023,2,16,28.5,37.7
U1641392,2023,2,17,28.1,44.9
U1641392,2023,2,18,25.1,
U1641392,2023,2,19,31.4,42.3
U1641392,2023,2,20,26.0,41.5
U1641392,2023,2,21,28.8,42.2
U1641392,2023,2,22,24.1,41.7
U1641392,2023,2,23,,
U1641392,2023,2,24,29.3,30.2
U1641392,2023,2,25,32.7,41.2
U1641392,2023,2,26,29.0,43.3
U1641392,2023,2,27,27.2,37.7
U1641392,2023,2,28,27.7,44.3
U1641392,2023,3,1,26.1,41.0
U1641392,2023,3,2,24.9,45.5
U1641392,2023,3,3,32.8,39.3
U1641392,2023,3,4,29.2,50.1
U1641392,2023,3,5,32.7,39.5
U1641392,2023,3,6,25.6,38.2
U1641392,2023,3,7,31.0,47.6
U1641392,2023,3,8,28.6,43.7
U1641392,2023,3,9,27.9,49.1
U1641392,2023,3,10,27.5,46.9
U1641392,2023,3,11,28.3,46.0
U1641392,2023,3,12,26.9,44.3
U1641392,2023,3,13,29.4,36.8
U1641392,2023,3,14,26.1,39.3
U1641392,2023,3,15,25.6,38.6
U1641392,2023,3,16,22.5,44.9
U1641392,2023,3,17,27.7,40.3
U1641392,2023,3,18,27.1,45.9
U1641392,2023,3,19,27.3,50.2
U1641392,2023,3,20,25.8,
U1641392,2023,3,21,31.1,36.3
U1641392,2023,3,22,27.7,47.5
U1641392,2023,3,23,25.6,45.7
U1641392,2023,3,24,24.5,37.5
U1641392,2023,3,25,25.1,55.5
U1641392,2023,3,26,28.5,41.6
U1641392,2023,3,27,27.2,49.7
U1641392,2023,3,28,23.6,
U1641392,2023,3,29,24.1,36.9
U1641392,2023,3,30,24.4,40.0
U1641392,2023,3,31,25.8,39.0
U954179688,2023,1,1,32.9,
U954179688,2023,1,2,22.9,
U954179688,2023,1,3,22.6,44.7
U954179688,2023,1,4,31.1,39.0
U954179688,2023,1,5,,40.1
U954179688,2023,1,6,28.3,40.7
U954179688,2023,1,7,28.1,50.2
U954179688,2023,1,8,30.5,48.1
U954179688,2023,1,9,25.6,42.6
U954179688,2023,1,10,28.1,46.6
U954179688,2023,1,11,25.4,39.3
U954179688,2023,1,12,25.0,42.0
U954179688,2023,1,13,27.3,
U954179688,2023,1,14,26.8,41.7
U954179688,2023,1,15,26.9,40.4
U954179688,2023,1,16,33.7,
U954179688,2023,1,17,30.0,
U954179688,2023,1,18,26.3,39.0
