reference,year,month,day,avgTemperature,avgHumidity,avgCo2
greyloch terrace 171,2023,3,16,18.74,60.14,720.0
greyloch terrace 171,2023,3,17,18.84,59.3,708.38
greyloch terrace 171,2023,3,18,19.48,51.45,
greyloch terrace 171,2023,3,19,18.55,60.05,
greyloch terrace 171,2023,3,20,19.15,56.29,604.88
greyloch terrace 171,2023,3,21,19.22,60.3,687.76
greyloch terrace 171,2023,3,22,18.8,65.16,683.59
greyloch terrace 171,2023,3,23,17.76,62.46,
greyloch terrace 171,2023,3,24,18.84,58.96,717.16
greyloch terrace 171,2023,3,25,18.48,63.85,
greyloch terrace 171,2023,3,26,19.4,57.96,725.33
greyloch terrace 171,2023,3,27,18.63,56.83,759.58
greyloch terrace 171,2023,3,28,18.53,59.01,617.74
greyloch terrace 171,2023,3,29,19.06,65.01,603.99
greyloch terrace 171,2023,3,30,19.56,65.04,507.24
greyloch terrace 171,2023,3,31,19.05,56.16,589.77
U538935,2023,1,1,16.62,62.71,
U538935,2023,1,2,17.53,67.49,576.82
U538935,2023,1,3,17.08,63.02,578.41
U538935,2023,1,4,17.49,62.95,614.34
U538935,2023,1,5,16.84,60.79,
U538935,2023,1,6,18.23,,
U538935,2023,1,7,17.26,58.88,580.02
U538935,2023,1,8,16.9,62.59,608.82
U538935,2023,1,9,17.81,59.88,
U538935,2023,1,10,18.13,62.04,581.17
U538935,2023,1,11,17.08,62.0,728.31
U538935,2023,1,12,18.76,62.41,596.5
U538935,2023,1,13,17.36,63.18,484.34
U538935,2023,1,14,17.2,63.38,
U538935,2023,1,15,18.08,62.54,624.26
U538935,2023,1,16,17.59,61.23,664.65
U538935,2023,1,17,17.25,62.57,614.38
U538935,2023,1,18,17.62,59.42,647.95
U538935,2023,1,19,18.62,56.84,761.39
U538935,2023,1,20,18.11,59.95,
U538935,2023,1,21,16.77,60.27,525.82
U538935,2023,1,22,18.37,63.5,655.78
U538935,2023,1,23,17.52,61.3,
U538935,2023,1,24,17.43,64.71,641.47
U538935,2023,1,25,16.69,58.35,629.95
U538935,2023,1,26,18.56,62.74,716.83
U538935,2023,1,27,17.07,60.09,657.6
U538935,2023,1,28,17.54,57.98,617.03
U538935,2023,1,29,17.94,60.32,676.12
U538935,2023,1,30,16.42,67.91,662.39
U538935,2023,1,31,18.08,64.34,677.12
U538935,2023,2,1,18.39,60.29,594.91
U538935,2023,2,2,18.98,61.96,
U538935,2023,2,3,18.05,60.97,
U538935,2023,2,4,17.25,63.7,692.78
U538935,2023,2,5,17.03,59.87,
U538935,2023,2,6,18.08,62.33,591.69
U538935,2023,2,7,17.28,61.56,589.67
U538935,2023,2,8,19.78,62.76,631.76
U538935,2023,2,9,,65.45,
U538935,2023,2,10,17.01,57.59,
U538935,2023,2,11,,61.57,511.89
U538935,2023,2,12,17.72,57.99,696.98
U538935,2023,2,13,17.94,60.25,517.73
U538935,2023,2,14,18.39,56.92,
U538935,2023,2,15,17.82,57.16,
U538935,2023,2,16,17.3,60.98,789.33
U538935,2023,2,17,17.33,65.17,721.52
U538935,2023,2,18,18.12,65.97,699.52
U538935,2023,2,19,17.85,60.22,
U538935,2023,2,20,19.41,63.62,613.0
U538935,2023,2,21,16.78,65.34,
U538935,2023,2,22,17.18,62.67,
U538935,2023,2,23,17.62,61.04,
U538935,2023,2,24,17.46,60.64,629.13
U538935,2023,2,25,16.89,59.52,591.57
U538935,2023,2,26,17.53,64.68,705.28
U538935,2023,2,27,18.71,55.78,571.81
U538935,2023,2,28,18.7,59.38,653.98
U538935,2023,3,1,18.47,55.51,
U538935,2023,3,2,18.26,55.52,610.86
U538935,2023,3,3,16.86,57.98,674.72
U538935,2023,3,4,,60.37,
U538935,2023,3,5,18.97,60.77,522.73
U538935,2023,3,6,18.57,62.26,697.99
U538935,2023,3,7,18.73,58.82,593.82
U538935,2023,3,8,18.59,59.35,613.72
U538935,2023,3,9,18.02,57.74,
U538935,2023,3,10,18.8,50.62,670.43
U538935,2023,3,11,18.06,60.64,586.45
U538935,2023,3,12,18.42,60.45,582.09
U538935,2023,3,13,18.53,57.35,642.22
U538935,2023,3,14,18.54,61.93,
U538935,2023,3,15,18.47,62.96,
U538935,2023,3,16,18.59,,
U538935,2023,3,17,19.86,57.58,611.23
U538935,2023,3,18,17.23,59.44,561.53
U538935,2023,3,19,18.59,65.55,678.88
U538935,2023,3,20,18.53,68.78,
U538935,2023,3,21,18.06,58.94,636.34
U538935,2023,3,22,18.51,57.55,591.65
U538935,2023,3,23,,61.15,
U538935,2023,3,24,18.5,61.8,663.89
U538935,2023,3,25,,62.65,
U538935,2023,3,26,17.81,58.42,561.8
U538935,2023,3,27,18.91,58.25,759.76
U538935,2023,3,28,18.83,55.59,562.05
U538935,2023,3,29,17.82,61.7,
U538935,2023,3,30,17.3,58.01,
U538935,2023,3,31,18.95,60.35,
U73008163,2023,1,1,17.84,64.76,
U73008163,2023,1,2,17.25,62.91,
U73008163,2023,1,3,17.92,60.43,
U73008163,2023,1,4,18.39,60.92,689.72
U73008163,2023,1,5,18.04,61.65,
U73008163,2023,1,6,18.05,65.24,
U73008163,2023,1,7,18.22,60.56,
U73008163,2023,1,8,17.29,66.07,
U73008163,2023,1,9,18.38,55.99,
U73008163,2023,1,10,,62.12,
U73008163,2023,1,11,17.78,60.21,
U73008163,2023,1,12,17.68,62.95,
U73008163,2023,1,13,18.06,58.89,
U73008163,2023,1,14,18.24,58.15,
U73008163,2023,1,15,,62.01,
U73008163,2023,1,16,17.74,60.58,
U73008163,2023,1,17,17.26,61.5,
U73008163,2023,1,18,17.43,58.57,
U73008163,2023,1,19,17.64,,
U73008163,2023,1,20,17.15,61.51,
U73008163,2023,1,21,16.98,62.24,
U73008163,2023,1,22,18.57,60.54,
U73008163,2023,1,23,18.11,58.0,
U73008163,2023,1,24,17.54,59.1,599.39
U73008163,2023,1,25,18.0,57.56,
U73008163,2023,1,26,17.17,59.74,
U73008163,2023,1,27,18.42,57.27,
U73008163,2023,1,28,17.78,64.29,
U73008163,2023,1,29,18.29,64.55,
U73008163,2023,1,30,19.07,,
U73008163,2023,1,31,18.19,63.76,
U73008163,2023,2,1,17.92,58.91,
U73008163,2023,2,2,16.66,61.34,
U73008163,2023,2,3,18.54,59.88,
U73008163,2023,2,4,17.81,64.92,
U73008163,2023,2,5,17.19,63.63,
U73008163,2023,2,6,17.98,62.86,
U73008163,2023,2,7,17.32,60.22,
U73008163,2023,2,8,18.37,,
U73008163,2023,2,9,,58.82,
U73008163,2023,2,10,17.99,61.38,500.74
U73008163,2023,2,11,18.65,54.33,
U73008163,2023,2,12,17.59,64.09,
U73008163,2023,2,13,18.71,60.84,
U73008163,2023,2,14,,59.3,
U73008163,2023,2,15,18.26,60.13,
U73008163,2023,2,16,18.33,63.2,
U73008163,2023,2,17,17.58,62.06,
U73008163,2023,2,18,17.14,62.61,
U73008163,2023,2,19,18.31,67.99,
U73008163,2023,2,20,18.68,55.1,
U73008163,2023,2,21,,62.61,
U73008163,2023,2,22,18.23,63.46,
U73008163,2023,2,23,17.79,59.15,
U73008163,2023,2,24,18.54,61.84,
U73008163,2023,2,25,17.93,59.18,
U73008163,2023,2,26,18.15,60.64,
U73008163,2023,2,27,18.24,54.85,
U73008163,2023,2,28,19.13,66.45,
U73008163,2023,3,1,19.26,61.43,
U73008163,2023,3,2,19.12,59.82,
U73008163,2023,3,3,18.99,61.25,
U73008163,2023,3,4,19.46,60.74,
U73008163,2023,3,5,19.56,61.05,
U73008163,2023,3,6,17.26,64.76,
U73008163,2023,3,7,19.05,60.0,
U73008163,2023,3,8,18.4,57.62,
U73008163,2023,3,9,17.95,59.7,
U73008163,2023,3,10,17.69,59.19,
U73008163,2023,3,11,18.53,63.32,
U73008163,2023,3,12,19.51,59.71,
U73008163,2023,3,13,18.75,59.53,
U73008163,2023,3,14,18.34,60.01,
U73008163,2023,3,15,18.35,55.09,
U73008163,2023,3,16,16.97,59.98,
U73008163,2023,3,17,19.91,60.39,
U73008163,2023,3,18,18.3,,
U73008163,2023,3,19,19.9,56.06,
U73008163,2023,3,20,18.33,60.98,645.21
U73008163,2023,3,21,19.04,62.09,
U73008163,2023,3,22,18.22,58.2,624.02
U73008163,2023,3,23,17.17,60.89,
U73008163,2023,3,24,18.54,58.35,
U73008163,2023,3,25,17.03,62.95,
U73008163,2023,3,26,18.6,56.86,
U73008163,2023,3,27,17.71,63.41,
U73008163,2023,3,28,18.23,61.95,
U73008163,2023,3,29,18.77,58.18,
U73008163,2023,3,30,19.63,54.51,
U73008163,2023,3,31,18.46,55.7,
U732940,2023,1,1,19.72,60.3,
U732940,2023,1,2,17.51,61.25,
U732940,2023,1,3,19.14,62.2,653.31
U732940,2023,1,4,,56.99,620.1
U732940,2023,1,5,,60.04,598.75
U732940,2023,1,6,19.7,56.44,650.02
U732940,2023,1,7,19.62,65.58,
U732940,2023,1,8,18.68,59.09,625.36
U732940,2023,1,9,18.6,61.59,
U732940,2023,1,10,18.81,55.7,
U732940,2023,1,11,18.69,56.41,
U732940,2023,1,12,20.24,60.11,714.7
U732940,2023,1,13,,57.54,675.39
U732940,2023,1,14,19.19,62.68,628.33
U732940,2023,1,15,19.24,58.09,
U732940,2023,1,16,19.08,58.69,
U732940,2023,1,17,18.79,61.18,603.29
U732940,2023,1,18,19.05,60.58,554.04
U732940,2023,1,19,20.11,58.19,710.95
U732940,2023,1,20,20.14,59.12,617.49
U732940,2023,1,21,19.79,61.22,596.3
U732940,2023,1,22,19.11,56.16,653.93
U732940,2023,1,23,20.15,64.97,740.93
U732940,2023,1,24,,51.56,
U732940,2023,1,25,19.35,,611.41
U732940,2023,1,26,20.9,58.35,726.49
U732940,2023,1,27,18.47,54.45,
U732940,2023,1,28,18.38,,647.79
U732940,2023,1,29,19.96,63.35,
U732940,2023,1,30,19.36,63.01,674.34
U732940,2023,1,31,19.51,64.72,649.21
U732940,2023,2,1,19.13,58.08,645.31
U732940,2023,2,2,19.28,60.18,719.45
U732940,2023,2,3,19.93,60.83,621.86
U732940,2023,2,4,19.06,61.62,698.55
U732940,2023,2,5,19.5,62.1,636.57
U732940,2023,2,6,19.86,57.67,694.94
U732940,2023,2,7,18.27,,716.66
U732940,2023,2,8,19.87,58.2,601.47
U732940,2023,2,9,19.84,64.87,626.52
U732940,2023,2,10,18.59,59.2,
U732940,2023,2,11,20.45,59.7,596.32
U732940,2023,2,12,18.99,61.5,746.2
U732940,2023,2,13,18.67,57.28,670.69
U732940,2023,2,14,19.08,57.97,649.24
U732940,2023,2,15,18.35,59.66,625.16
U732940,2023,2,16,18.93,59.9,676.48
U732940,2023,2,17,19.01,63.3,645.8
U732940,2023,2,18,19.91,56.52,
U732940,2023,2,19,19.49,59.65,
U732940,2023,2,20,19.55,56.04,675.64
U732940,2023,2,21,19.37,59.76,551.6
U732940,2023,2,22,19.8,61.36,670.89
U732940,2023,2,23,19.14,59.66,573.25
U732940,2023,2,24,19.61,57.75,724.21
U732940,2023,2,25,19.0,61.1,654.67
U732940,2023,2,26,19.5,55.09,742.23
U732940,2023,2,27,19.18,60.45,598.54
U732940,2023,2,28,19.79,56.78,
U732940,2023,3,1,20.89,60.53,623.94
U732940,2023,3,2,20.72,,602.66
U732940,2023,3,3,19.94,59.31,599.17
U732940,2023,3,4,19.83,60.31,
U732940,2023,3,5,18.96,59.05,696.91
U732940,2023,3,6,19.94,61.44,607.18
U732940,2023,3,7,20.01,58.33,
U732940,2023,3,8,20.33,,578.14
U732940,2023,3,9,19.78,62.12,754.01
U732940,2023,3,10,18.65,57.57,660.44
U732940,2023,3,11,19.98,59.9,
U732940,2023,3,12,,54.61,711.04
U732940,2023,3,13,19.62,53.07,627.24
U732940,2023,3,14,19.57,58.66,585.01
U732940,2023,3,15,19.8,59.56,695.47
U732940,2023,3,16,19.27,58.72,657.85
U732940,2023,3,17,19.81,60.5,
U732940,2023,3,18,20.1,59.39,
U732940,2023,3,19,19.94,57.72,
U732940,2023,3,20,20.59,63.2,696.58
U732940,2023,3,21,19.62,58.88,675.21
U732940,2023,3,22,19.83,59.64,
U732940,2023,3,23,20.21,58.81,621.66
U732940,2023,3,24,20.55,59.87,699.89
U732940,2023,3,25,20.27,62.11,
U732940,2023,3,26,19.77,63.28,
U732940,2023,3,27,20.24,59.98,761.48
U732940,2023,3,28,20.39,58.83,
U732940,2023,3,29,21.31,58.53,649.57
U732940,2023,3,30,20.68,61.8,665.84
U732940,2023,3,31,20.25,60.96,543.55
93 sowgate walk,2023,1,1,18.69,70.92,
93 sowgate walk,2023,1,2,18.36,,
93 sowgate walk,2023,1,3,17.48,62.6,
93 sowgate walk,2023,1,4,17.68,69.54,562.09
93 sowgate walk,2023,1,5,18.4,,760.21
93 sowgate walk,2023,1,6,17.82,62.31,
93 sowgate walk,2023,1,7,18.92,61.99,
93 sowgate walk,2023,1,8,18.3,60.96,
93 sowgate walk,2023,1,9,19.48,55.94,
93 sowgate walk,2023,1,10,17.49,60.8,
93 sowgate walk,2023,1,11,18.58,55.81,
93 sowgate walk,2023,1,12,18.65,58.37,
93 sowgate walk,2023,1,13,19.12,62.08,
93 sowgate walk,2023,1,14,18.53,,
93 sowgate walk,2023,1,15,18.25,62.72,
93 sowgate walk,2023,1,16,18.36,61.89,
93 sowgate walk,2023,1,17,18.38,56.31,632.71
93 sowgate walk,2023,1,18,17.68,57.99,
93 sowgate walk,2023,1,19,18.87,58.46,
93 sowgate walk,2023,1,20,18.33,58.73,
93 sowgate walk,2023,1,21,17.61,60.45,662.76
93 sowgate walk,2023,1,22,18.46,55.96,
93 sowgate walk,2023,1,23,17.74,60.81,659.07
93 sowgate walk,2023,1,24,17.92,65.21,641.48
93 sowgate walk,2023,1,25,18.17,56.86,
93 sowgate walk,2023,1,26,18.81,63.27,639.85
93 sowgate walk,2023,1,27,17.94,,
93 sowgate walk,2023,1,28,18.49,60.38,
93 sowgate walk,2023,1,29,17.73,60.38,
93 sowgate walk,2023,1,30,18.45,52.15,612.12
93 sowgate walk,2023,1,31,18.5,58.04,592.12
93 sowgate walk,2023,2,1,18.16,58.24,
93 sowgate walk,2023,2,2,19.28,56.95,
93 sowgate walk,2023,2,3,19.26,64.39,
93 sowgate walk,2023,2,4,18.94,58.08,
93 sowgate walk,2023,2,5,17.75,57.21,566.7
93 sowgate walk,2023,2,6,18.5,63.31,
93 sowgate walk,2023,2,7,18.62,64.39,
93 sowgate walk,2023,2,8,19.22,59.58,
93 sowgate walk,2023,2,9,18.57,64.46,675.42
93 sowgate walk,2023,2,10,19.03,59.62,
93 sowgate walk,2023,2,11,18.18,58.79,509.88
93 sowgate walk,2023,2,12,17.81,65.05,
93 sowgate walk,2023,2,13,18.81,58.25,
93 sowgate walk,2023,2,14,18.81,62.29,
93 sowgate walk,2023,2,15,17.84,60.46,
93 sowgate walk,2023,2,16,19.01,61.18,
93 sowgate walk,2023,2,17,18.82,57.1,
93 sowgate walk,2023,2,18,19.44,58.59,647.48
93 sowgate walk,2023,2,19,18.19,60.61,512.26
93 sowgate walk,2023,2,20,18.72,60.35,
93 sowgate walk,2023,2,21,,61.18,
93 sowgate walk,2023,2,22,18.66,61.85,689.71
93 sowgate walk,2023,2,23,19.0,60.87,
93 sowgate walk,2023,2,24,18.99,58.95,
93 sowgate walk,2023,2,25,19.25,60.48,
93 sowgate walk,2023,2,26,19.06,64.57,
93 sowgate walk,2023,2,27,18.07,63.19,
93 sowgate walk,2023,2,28,19.03,65.87,615.9
93 sowgate walk,2023,3,1,19.66,,
93 sowgate walk,2023,3,2,18.83,60.67,592.19
93 sowgate walk,2023,3,3,19.37,55.67,690.9
93 sowgate walk,2023,3,4,19.95,62.43,
93 sowgate walk,2023,3,5,19.61,66.56,
93 sowgate walk,2023,3,6,18.17,61.72,
93 sowgate walk,2023,3,7,20.34,56.37,586.98
93 sowgate walk,2023,3,8,19.08,59.55,
93 sowgate walk,2023,3,9,18.36,62.64,630.41
93 sowgate walk,2023,3,10,19.36,63.88,
93 sowgate walk,2023,3,11,19.71,57.17,
93 sowgate walk,2023,3,12,19.76,60.11,
93 sowgate walk,2023,3,13,18.01,58.83,
93 sowgate walk,2023,3,14,19.45,60.39,
93 sowgate walk,2023,3,15,19.35,58.55,
93 sowgate walk,2023,3,16,18.15,66.83,655.91
93 sowgate walk,2023,3,17,18.19,55.2,
93 sowgate walk,2023,3,18,18.58,62.4,
93 sowgate walk,2023,3,19,19.56,58.32,
93 sowgate walk,2023,3,20,19.39,56.0,637.82
93 sowgate walk,2023,3,21,19.22,59.26,
93 sowgate walk,2023,3,22,18.93,60.11,693.63
93 sowgate walk,2023,3,23,18.75,61.65,
93 sowgate walk,2023,3,24,19.28,60.45,
93 sowgate walk,2023,3,25,19.99,64.79,
93 sowgate walk,2023,3,26,19.52,57.47,
93 sowgate walk,2023,3,27,18.4,59.32,587.07
93 sowgate walk,2023,3,28,20.35,60.85,
93 sowgate walk,2023,3,29,18.37,58.15,
93 sowgate walk,2023,3,30,19.39,54.51,
93 sowgate walk,2023,3,31,18.71,55.31,
U011764205,2023,1,1,18.46,61.64,
U011764205,2023,1,2,17.02,62.15,
U011764205,2023,1,3,18.37,63.51,
U011764205,2023,1,4,17.03,58.79,
U011764205,2023,1,5,19.36,60.49,
U011764205,2023,1,6,18.2,62.66,
U011764205,2023,1,7,17.35,58.0,
U011764205,2023,1,8,18.46,61.77,
U011764205,2023,1,9,17.38,62.14,
U011764205,2023,1,10,,,
U011764205,2023,1,11,17.49,59.97,
U011764205,2023,1,12,17.59,67.1,
U011764205,2023,1,13,18.05,63.47,
U011764205,2023,1,14,18.05,58.94,
U011764205,2023,1,15,17.68,63.36,
U011764205,2023,1,16,18.38,65.11,
U011764205,2023,1,17,17.31,61.39,599.55
U011764205,2023,1,18,17.98,58.48,688.61
U011764205,2023,1,19,17.75,60.41,
U011764205,2023,1,20,17.66,59.04,
U011764205,2023,1,21,17.74,64.06,
U011764205,2023,1,22,17.4,63.05,
U011764205,2023,1,23,17.57,59.64,
U011764205,2023,1,24,17.06,67.0,
U011764205,2023,1,25,18.29,62.28,
U011764205,2023,1,26,17.02,57.67,
U011764205,2023,1,27,17.88,58.75,
U011764205,2023,1,28,17.48,62.11,646.25
U011764205,2023,1,29,16.82,59.61,
U011764205,2023,1,30,18.84,60.26,721.95
U011764205,2023,1,31,17.69,60.52,
U011764205,2023,2,1,18.22,63.39,624.34
U011764205,2023,2,2,17.97,62.43,
U011764205,2023,2,3,17.49,69.41,
U011764205,2023,2,4,18.31,58.35,
U011764205,2023,2,5,17.23,,
U011764205,2023,2,6,17.98,61.38,618.19
U011764205,2023,2,7,17.16,63.52,
U011764205,2023,2,8,,61.04,
U011764205,2023,2,9,17.66,58.67,
U011764205,2023,2,10,17.43,58.57,
U011764205,2023,2,11,17.63,65.46,
U011764205,2023,2,12,18.08,61.75,
U011764205,2023,2,13,18.43,60.64,
U011764205,2023,2,14,17.37,67.14,
U011764205,2023,2,15,17.69,60.81,
U011764205,2023,2,16,17.38,60.51,494.86
U011764205,2023,2,17,16.18,62.23,
U011764205,2023,2,18,18.41,63.31,
U011764205,2023,2,19,17.48,,
U011764205,2023,2,20,17.8,62.82,
U011764205,2023,2,21,18.36,61.82,
U011764205,2023,2,22,16.74,62.82,
U011764205,2023,2,23,16.93,53.37,
U011764205,2023,2,24,17.8,64.43,
U011764205,2023,2,25,18.86,66.05,
U011764205,2023,2,26,17.61,61.06,677.29
U011764205,2023,2,27,18.23,58.33,
U011764205,2023,2,28,16.97,64.96,
U011764205,2023,3,1,18.12,59.32,
U011764205,2023,3,2,18.97,,
U011764205,2023,3,3,18.96,60.59,
U011764205,2023,3,4,19.4,60.59,
U011764205,2023,3,5,,56.76,
U011764205,2023,3,6,19.74,62.02,
U011764205,2023,3,7,18.45,59.92,
U011764205,2023,3,8,18.1,60.44,
U011764205,2023,3,9,18.44,58.93,
U011764205,2023,3,10,18.48,62.51,660.27
U011764205,2023,3,11,18.47,65.7,
U011764205,2023,3,12,18.32,58.81,624.3
U011764205,2023,3,13,17.89,59.81,
U011764205,2023,3,14,18.19,63.05,
U011764205,2023,3,15,19.66,63.52,
U011764205,2023,3,16,18.58,63.85,
U011764205,2023,3,17,18.94,60.41,
U011764205,2023,3,18,19.39,60.05,
U011764205,2023,3,19,18.11,66.21,
U011764205,2023,3,20,18.66,65.99,643.87
U011764205,2023,3,21,18.35,64.98,715.74
U011764205,2023,3,22,17.67,60.73,718.74
U011764205,2023,3,23,17.45,59.43,
U011764205,2023,3,24,18.11,57.94,
U011764205,2023,3,25,19.42,60.15,
U011764205,2023,3,26,19.07,66.88,
U011764205,2023,3,27,17.98,60.87,
U011764205,2023,3,28,18.32,58.31,739.25
U011764205,2023,3,29,18.08,55.87,652.44
U011764205,2023,3,30,18.13,66.03,706.26
U011764205,2023,3,31,17.36,60.42,
U564187982,2023,1,1,17.24,57.96,
U564187982,2023,1,2,17.27,62.1,
U564187982,2023,1,3,18.29,58.22,548.03
U564187982,2023,1,4,17.15,69.46,530.79
U564187982,2023,1,5,17.06,65.0,741.19
U564187982,2023,1,6,16.93,58.45,
U564187982,2023,1,7,17.49,64.93,643.76
U564187982,2023,1,8,18.78,62.55,
U564187982,2023,1,9,17.33,64.0,749.1
U564187982,2023,1,10,17.98,62.31,680.06
U564187982,2023,1,11,16.62,69.96,634.74
U564187982,2023,1,12,16.71,62.59,
U564187982,2023,1,13,17.5,65.89,
U564187982,2023,1,14,17.01,65.94,
U564187982,2023,1,15,17.01,61.44,766.66
U564187982,2023,1,16,17.96,63.63,700.92
U564187982,2023,1,17,17.92,,
U564187982,2023,1,18,17.89,60.22,
U564187982,2023,1,19,17.17,,579.75
U564187982,2023,1,20,16.86,,641.53
U564187982,2023,1,21,17.74,,662.08
U564187982,2023,1,22,17.74,58.69,
U564187982,2023,1,23,17.19,59.07,692.92
U564187982,2023,1,24,16.61,59.45,
U564187982,2023,1,25,17.47,62.12,
U564187982,2023,1,26,17.06,64.17,567.27
U564187982,2023,1,27,15.94,61.83,662.95
U564187982,2023,1,28,,67.61,
U564187982,2023,1,29,17.01,60.51,645.44
U564187982,2023,1,30,16.65,61.58,
U564187982,2023,1,31,17.31,62.76,
U564187982,2023,2,1,16.93,66.65,674.56
U564187982,2023,2,2,16.76,65.92,649.67
U564187982,2023,2,3,17.34,56.31,711.95
U564187982,2023,2,4,17.66,63.03,
U564187982,2023,2,5,17.85,56.69,
U564187982,2023,2,6,18.4,54.7,582.88
U564187982,2023,2,7,18.55,57.72,
U564187982,2023,2,8,17.2,61.35,645.76
U564187982,2023,2,9,18.19,68.1,600.65
U564187982,2023,2,10,17.44,61.99,
U564187982,2023,2,11,18.01,62.47,
U564187982,2023,2,12,17.42,64.84,614.39
U564187982,2023,2,13,17.91,63.75,671.58
U564187982,2023,2,14,17.14,61.99,640.38
U564187982,2023,2,15,17.5,67.25,
U564187982,2023,2,16,18.85,60.38,680.67
U564187982,2023,2,17,17.54,62.68,
U564187982,2023,2,18,18.02,62.39,576.02
U564187982,2023,2,19,16.69,56.38,
U564187982,2023,2,20,17.99,61.64,608.88
U564187982,2023,2,21,17.64,,558.61
U564187982,2023,2,22,16.92,58.39,
U564187982,2023,2,23,17.6,60.44,623.07
U564187982,2023,2,24,17.75,59.25,744.63
U564187982,2023,2,25,17.73,56.6,630.9
U564187982,2023,2,26,17.63,54.92,643.74
U564187982,2023,2,27,17.79,,758.27
U564187982,2023,2,28,17.7,65.83,599.62
U564187982,2023,3,1,17.84,61.13,721.93
U564187982,2023,3,2,17.86,63.26,663.65
U564187982,2023,3,3,18.78,58.47,
U564187982,2023,3,4,18.07,62.51,665.13
U564187982,2023,3,5,17.89,63.24,
U564187982,2023,3,6,17.71,64.12,
U564187982,2023,3,7,18.34,57.18,601.03
U564187982,2023,3,8,19.12,65.59,661.2
U564187982,2023,3,9,18.05,64.04,
U564187982,2023,3,10,18.05,56.01,
U564187982,2023,3,11,17.57,63.34,
U564187982,2023,3,12,18.02,56.19,704.86
U564187982,2023,3,13,19.11,59.24,647.8
U564187982,2023,3,14,17.85,60.06,
U564187982,2023,3,15,17.54,62.38,599.37
U564187982,2023,3,16,18.51,57.97,621.14
U564187982,2023,3,17,18.12,61.58,577.51
U564187982,2023,3,18,18.21,52.95,634.35
U564187982,2023,3,19,18.6,66.1,
U564187982,2023,3,20,18.43,55.88,603.43
U564187982,2023,3,21,18.11,54.75,616.92
U564187982,2023,3,22,18.89,57.91,
U564187982,2023,3,23,17.59,60.35,671.89
U564187982,2023,3,24,17.94,63.91,551.48
U564187982,2023,3,25,17.94,65.58,713.74
U564187982,2023,3,26,17.65,58.98,
U564187982,2023,3,27,18.38,60.3,621.53
U564187982,2023,3,28,19.63,57.32,742.67
U564187982,2023,3,29,,65.6,593.07
U564187982,2023,3,30,17.84,62.36,
U564187982,2023,3,31,17.96,56.34,634.05
sowgate walk 17,2023,1,1,17.54,63.85,723.2
sowgate walk 17,2023,1,2,18.03,59.93,
sowgate walk 17,2023,1,3,18.0,63.02,780.29
sowgate walk 17,2023,1,4,17.2,59.51,682.74
sowgate walk 17,2023,1,5,18.05,52.89,711.61
sowgate walk 17,2023,1,6,17.86,59.89,668.25
sowgate walk 17,2023,1,7,16.68,59.05,
sowgate walk 17,2023,1,8,17.89,62.08,687.03
sowgate walk 17,2023,1,9,17.83,64.13,
sowgate walk 17,2023,1,10,17.1,60.22,
sowgate walk 17,2023,1,11,18.78,62.19,
sowgate walk 17,2023,1,12,17.95,59.75,690.96
sowgate walk 17,2023,1,13,17.9,58.1,662.75
sowgate walk 17,2023,1,14,17.75,62.09,562.13
sowgate walk 17,2023,1,15,18.38,59.77,593.42
sowgate walk 17,2023,1,16,18.3,60.51,654.93
sowgate walk 17,2023,1,17,18.61,61.88,628.22
sowgate walk 17,2023,1,18,18.64,61.53,645.81
sowgate walk 17,2023,1,19,18.54,59.76,
sowgate walk 17,2023,1,20,17.86,64.6,568.13
sowgate walk 17,2023,1,21,17.71,61.11,
sowgate walk 17,2023,1,22,17.87,59.67,708.59
sowgate walk 17,2023,1,23,17.75,56.95,609.56
sowgate walk 17,2023,1,24,18.85,61.09,
sowgate walk 17,2023,1,25,18.01,60.77,
sowgate walk 17,2023,1,26,17.85,59.21,624.12
sowgate walk 17,2023,1,27,18.47,62.62,520.96
sowgate walk 17,2023,1,28,17.1,51.96,
sowgate walk 17,2023,1,29,17.24,58.96,678.19
sowgate walk 17,2023,1,30,17.31,62.27,544.36
sowgate walk 17,2023,1,31,17.96,65.57,
sowgate walk 17,2023,2,1,18.42,61.46,602.43
sowgate walk 17,2023,2,2,18.9,60.32,647.77
sowgate walk 17,2023,2,3,19.39,56.74,593.46
sowgate walk 17,2023,2,4,18.27,62.32,
sowgate walk 17,2023,2,5,18.46,62.09,718.11
sowgate walk 17,2023,2,6,17.86,65.5,599.39
sowgate walk 17,2023,2,7,18.85,62.02,676.87
sowgate walk 17,2023,2,8,18.24,60.85,577.48
sowgate walk 17,2023,2,9,18.87,60.41,
sowgate walk 17,2023,2,10,18.1,67.47,632.06
sowgate walk 17,2023,2,11,18.95,60.26,681.8
sowgate walk 17,2023,2,12,18.07,58.81,
sowgate walk 17,2023,2,13,,67.11,627.76
sowgate walk 17,2023,2,14,18.66,61.29,
sowgate walk 17,2023,2,15,18.08,63.45,612.2
sowgate walk 17,2023,2,16,19.56,60.5,
sowgate walk 17,2023,2,17,17.85,56.03,707.16
sowgate walk 17,2023,2,18,18.0,66.07,595.26
sowgate walk 17,2023,2,19,17.76,62.64,
sowgate walk 17,2023,2,20,17.5,59.1,640.4
sowgate walk 17,2023,2,21,19.19,61.16,575.17
sowgate walk 17,2023,2,22,19.09,61.37,582.95
sowgate walk 17,2023,2,23,18.59,52.66,591.43
